"id","code","name"
"unique_report_table_23_10","10","Com horário de trabalho e adaptabilidade por regulamentação coletiva Situação em que com base em IRCT aplicável durante parte de um período de referência a duração do período normal de trabalho diário é aumentada até um número de horas previsto no IRCT não superior a 4 horas podendo atingir até 60 horas semanais e durante outra parte do período de referência os tempos de trabalho são reduzidos de modo a que o período normal de trabalho semanal acordado seja respeitado na média do período de referência."
"unique_report_table_23_11","11","Com horário de trabalho e adaptabilidade individual Situação em que com base em acordo entre empregador e trabalhador durante parte de um período de referência a duração do período normal de trabalho diário é aumentada até um número de horas previsto no acordo não superior a 2 horas podendo atingir até 50 horas semanais e durante outra parte do período de referência os tempos de trabalho são reduzidos de modo a que o período normal de trabalho semanal acordado seja respeitado na média do período de referência."
"unique_report_table_23_12","12","Com horário de trabalho e adaptabilidade grupal com origem em regulamentação coletiva Situação em que a adaptabilidade prevista em regulamentação colectiva é aplicada a trabalhador por esta não abrangido mediante decisão do empregador quando a regulamentação colectiva em causa abranja pelo menos 60% dos trabalhadores da mesma equipa secção ou unidade económica."
"unique_report_table_23_13","13","Com horário de trabalho e adaptabilidade grupal com origem em acordos individuais Situação em que a adaptabilidade prevista em acordos entre o empregador e trabalhadores que sejam pelo menos 75% dos trabalhadores de uma equipa secção ou unidade económica é aplicada a trabalhador que não tenha dado o seu acordo mediante decisão do empregador."
"unique_report_table_23_14","14","Com horário de trabalho e prática de banco de horas Situação em que com base em IRCT aplicável a duração do período normal de trabalho é aumentada até um número de horas previsto no IRCT não superior a 4 horas podendo atingir até 60 horas semanais tendo o acréscimo o limite previsto no IRCT ou na sua falta 200 horas por ano e em que o trabalho prestado em acréscimo é compensado mediante pelo menos uma das seguintes modalidades: redução equivalente do tempo de trabalho aumento do período de férias pagamento em dinheiro conforme o que o IRCT estabelecer."
"unique_report_table_23_15","15","Com horário de trabalho e prática de horário concentrado Situação em que o período normal de trabalho diário a tempo completo é aumentado até 4 horas para concentrar o período normal de trabalho semanal:
a) Em 4 dias de trabalho, com base em acordo entre empregador e trabalhador ou em IRCT,
b) Em 3 dias de trabalho consecutivos, com base em IRCT."
"unique_report_table_23_16","18","Com horário de trabalho e prática de banco de horas grupal O IRCT que institua o regime de banco de horas pode prever que o empregador o possa aplicar ao conjunto de trabalhadores de uma equipa secção ou unidade económica caso de pelo menos 60% dos trabalhadores dessa estrutura sejam por ele abrangidos."
"unique_report_table_23_17","16","Com horário de trabalho fora das situações referidas nos códigos: 10 11 12 13 14 15 17 e 18 Situação em que o trabalhador está sujeito ao prestar a sua atividade à determinação das horas de início e termo do período normal de trabalho diário e do intervalo de descanso bem como do descanso semanal."
"unique_report_table_23_18","20","Com isenção de horário de trabalho e observância do período normal de trabalho acordado Situação em que com base em acordo com o empregador o trabalhador presta a sua atividade sem sujeição a horário de trabalho e em que deve cumprir o período normal de trabalho acordado."
"unique_report_table_23_19","21","Com isenção de horário de trabalho e observância de um período normal de trabalho aumentado Situação em que com base em acordo com o empregador o trabalhador presta a sua atividade sem sujeição a horário de trabalho e em que deve cumprir um período normal de trabalho mais elevado resultante do acordo."
"unique_report_table_23_20","22","Com isenção de horário de trabalho e não sujeição a limites máximos do período normal de trabalho Situação em que com base em acordo com o empregador o trabalhador presta a sua atividade sem sujeição a horário de trabalho nem a qualquer limite máximo do período normal de trabalho."
