"id","code","name"
"unique_report_table_30_1","10"," Programas de base"
"unique_report_table_30_2","80"," Alfabetização"
"unique_report_table_30_3","90","Desenvolvimento pessoal"
"unique_report_table_30_4","142","Ciências da educação"
"unique_report_table_30_5","143","Formação de professores da educação pré-escolar"
"unique_report_table_30_6","144","Formação de professores do ensino básico"
"unique_report_table_30_7","145","Formação de professores de áreas disciplinares específicas"
"unique_report_table_30_8","146","Formação de professores e formadores de áreas tecnológicas"
"unique_report_table_30_9","149","Formação de professores/ formadores e ciências da educação - programas não classificados noutra área de formação."
"unique_report_table_30_10","211","Belas Artes"
"unique_report_table_30_11","212","Artes do Espectáculo"
"unique_report_table_30_12","213","Audiovisuais e produção dos media"
"unique_report_table_30_13","214","Design"
"unique_report_table_30_14","215","Artesanato"
"unique_report_table_30_15","219","Artes - programas não classificados noutra área de formação"
"unique_report_table_30_16","221","Religião e teologia"
"unique_report_table_30_17","222","Línguas e literaturas estrangeiras "
"unique_report_table_30_18","223","Língua e literatura materna "
"unique_report_table_30_19","225","História e arqueologia"
"unique_report_table_30_20","226","Filosofia e ética"
"unique_report_table_30_21","229","Humanidades - programas não classificados noutra área de formação"
"unique_report_table_30_22","311","Psicologia "
"unique_report_table_30_23","312","Sociologia e outros estudos"
"unique_report_table_30_24","313","Ciência política e cidadania"
"unique_report_table_30_25","314","Economia"
"unique_report_table_30_26","319","Ciências sociais e do comportamento - programas não classificados noutra área de formação"
"unique_report_table_30_27","321","Jornalismo e reportagem"
"unique_report_table_30_28","322","Biblioteconomia, arquivo e documentação (BAD)"
"unique_report_table_30_29","329","Informação e jornalismo - Programas não classificados noutra área de formação"
"unique_report_table_30_30","341","Comércio"
"unique_report_table_30_31","342","Marketing e publicidade"
"unique_report_table_30_32","343","Finanças, banca e seguros"
"unique_report_table_30_33","344","Contabilidade e fiscalidade"
"unique_report_table_30_34","345","Gestão e administração"
"unique_report_table_30_35","346","Secretariado e trabalho administrativo"
"unique_report_table_30_36","347","Enquadramento na organização/ empresa"
"unique_report_table_30_37","349","Ciências empresariais - programas não classificados noutra área de formação."
"unique_report_table_30_38","380","Direito"
"unique_report_table_30_39","421","Biologia e bioquímica"
"unique_report_table_30_40","422","Ciências do ambiente"
"unique_report_table_30_41","429","Ciências da vida - programas não classificados noutra área de formação"
"unique_report_table_30_42","441","Física "
"unique_report_table_30_43","442","Química"
"unique_report_table_30_44","443","Ciências da terra"
"unique_report_table_30_45","449","Ciências físicas - programas não classificados noutra área de formação"
"unique_report_table_30_46","461","Matemática"
"unique_report_table_30_47","462","Estatística"
"unique_report_table_30_48","469","Matemática e estatística - programas não classificados noutra área de formação"
"unique_report_table_30_49","481","Ciências informáticas"
"unique_report_table_30_50","482","Informática na óptica do utilizador"
"unique_report_table_30_51","489","Informática - programas não classificados noutra área de formação"
"unique_report_table_30_52","521","Metalurgia e metalomecânica"
"unique_report_table_30_53","522","Electricidade e energia"
"unique_report_table_30_54","523","Electrónica e automação"
"unique_report_table_30_55","524","Tecnologia dos processos químicos "
"unique_report_table_30_56","525","Construção e reparação de veículos a motor"
"unique_report_table_30_57","529","Engenharia e técnicas afins - programas não classificados noutra área de formação"
"unique_report_table_30_58","541","Indústrias alimentares"
"unique_report_table_30_59","542","Indústrias do têxtil, vestuário, calçado e couro"
"unique_report_table_30_60","543","Materiais (indústrias da madeira, cortiça, papel, plástico, vidro e outros)"
"unique_report_table_30_61","544","Indústrias extractivas"
"unique_report_table_30_62","549","Indústrias transformadoras - programas não classificados noutra área de formação"
"unique_report_table_30_63","581","Arquitectura e urbanismo"
"unique_report_table_30_64","582","Construção civil e engenharia civil"
"unique_report_table_30_65","589","Arquitectura e construção - programas não classificados noutra área de formação"
"unique_report_table_30_66","621","Produção agrícola e animal"
"unique_report_table_30_67","622","Floricultura e jardinagem"
"unique_report_table_30_68","623","Silvicultura e caça"
"unique_report_table_30_69","624","Pescas"
"unique_report_table_30_70","629","Agricultura, silvicultura e pescas - programas não classificados noutra área de formação"
"unique_report_table_30_71","640","Ciências veterinárias"
"unique_report_table_30_72","721","Medicina"
"unique_report_table_30_73","723","Enfermagem"
"unique_report_table_30_74","724","Ciências dentárias"
"unique_report_table_30_75","725","Tecnologias de diagnóstico e terapêutica"
"unique_report_table_30_76","726","Terapia e reabilitação "
"unique_report_table_30_77","727","Farmácia"
"unique_report_table_30_78","729","Saúde - programas não classificados noutra área de formação"
"unique_report_table_30_79","761","Serviços de apoio a crianças e jovens"
"unique_report_table_30_80","762","Trabalho social e orientação"
"unique_report_table_30_81","769","Serviços sociais - programas não classificados noutra área de formação"
"unique_report_table_30_82","811","Hotelaria e restauração"
"unique_report_table_30_83","812","Turismo e lazer"
"unique_report_table_30_84","813","Desporto"
"unique_report_table_30_85","814","Serviços domésticos"
"unique_report_table_30_86","815","Cuidados de beleza"
"unique_report_table_30_87","819","Serviços pessoais - programas não classificados noutra área de formação"
"unique_report_table_30_88","840","Serviços de transporte"
"unique_report_table_30_89","851","Tecnologia de protecção do ambiente "
"unique_report_table_30_90","852","Ambientes naturais e vida selvagem "
"unique_report_table_30_91","853","Serviços de saúde pública"
"unique_report_table_30_92","859"," Protecção do ambiente - programas não classificados noutra área de formação"
"unique_report_table_30_93","861","Protecção de pessoas e bens"
"unique_report_table_30_94","862","Segurança e higiene no trabalho"
"unique_report_table_30_95","863","Segurança militar"
"unique_report_table_30_96","869","Serviços de segurança - programas não classificados noutra área de formação"
"unique_report_table_30_97","999","Desconhecido ou não especificado"
