"id","code","name"
"unique_report_table_6_1","01","Por falência/liquidação da Entidade"
"unique_report_table_6_2","02","Por cisão-dissolução da Entidade"
"unique_report_table_6_3","03","Por cisão-fusão da Entidade"
"unique_report_table_6_4","04","Por fusão-dissolução da Entidade"
"unique_report_table_6_5","05","Por transformação da Entidade"
"unique_report_table_6_6","06","Por fusão-incorporação da Entidade"
"unique_report_table_6_7","07","Por danos nas instalações"
"unique_report_table_6_8","08","Por mudanças de instalações"
"unique_report_table_6_9","09","Atividade sazonal"
"unique_report_table_6_10","99","Outro motivo"
