"id","code","name"
"unique_report_table_8_1","563","A.E.R. - Associação Empresarial de Resende"
"unique_report_table_8_2","242","ABIMOTA - Assoc. Nacional das Indústrias de Duas Rodas Ferragens Mobiliário e atividades complementares dos setores representados"
"unique_report_table_8_3","236","ACE - Assoc. Comercial e Empresarial de Abrantes Constancia Sardoal Mação e Vila de Rei"
"unique_report_table_8_4","214","ACITOFEBA - Associação Comercial e Industrial dos Municípios de Tomar Ferreira do Zêzere e Vila Nova da Barquinha"
"unique_report_table_8_5","162","AEDVC - Assoc. Empresarial do Distrito de Viana do Castelo"
"unique_report_table_8_6","623","AEL - Associação Empresarial de Lousada"
"unique_report_table_8_7","465","AEP - TICET - Associação Empresarial de Portugal dos Agentes de Serviços das Tecnologias de Informação Comunicação Energéticos e Telecomunicações"
"unique_report_table_8_8","565","AES - Assoc.Empresarial de Sines"
"unique_report_table_8_9","50","AGEFE - Assoc. Empresarial dos Sectores Elétrico Eletrodoméstico Eletrónico e das Tecnologias de Informação e Comunicação (TIC)"
"unique_report_table_8_10","554","AGEPOR - Assoc. dos Agentes de Navegação de Portugal"
"unique_report_table_8_11","727","ANEMEDE - Associação Nacional das Empresas de Medicina Dentária e Estomatologia"
"unique_report_table_8_12","621","APSPT - Associação Portuguesa de Spas"
"unique_report_table_8_13","453","Assoc. Cervejeiros de Portugal - APCV"
"unique_report_table_8_14","245","Assoc. Comercial  Industrial e Serviços de Vila Real"
"unique_report_table_8_15","149","Assoc. Comercial da Moda"
"unique_report_table_8_16","442","Assoc. Comercial de Águeda"
"unique_report_table_8_17","168","Assoc. Comercial de Espinho e Outros Concelhos da Região Norte e Centro - ACE"
"unique_report_table_8_18","120","Assoc. Comercial de Gouveia Seia e Fornos de Algodres"
"unique_report_table_8_19","222","Assoc. Comercial de Pombal"
"unique_report_table_8_20","271","Assoc. Comercial de Portimão"
"unique_report_table_8_21","305","Assoc. Comercial de Serviços e Industrial de Alcobaça e  Região de Leiria"
"unique_report_table_8_22","213","Assoc. Comercial do Concelho do Bombarral"
"unique_report_table_8_23","47","Assoc. Comercial do Distrito de Évora-Comércio Turismo e Serviços - ACDE"
"unique_report_table_8_24","192","Assoc. Comercial do Distrito de Viseu - ACDV"
"unique_report_table_8_25","200","Assoc. Comercial dos Concelhos de Oliveira de Azeméis e Vale de Cambra"
"unique_report_table_8_26","235","Assoc. Comercial e Empresarial da Beira Baixa - ACICB"
"unique_report_table_8_27","165","Assoc. Comercial e Empresarial do Distrito de Aveiro - ACA"
"unique_report_table_8_28","122","Assoc. Comercial e Empresarial dos Concelhos de Oeiras e Amadora"
"unique_report_table_8_29","240","Assoc. Comercial e Empresarial e Serviços dos Concelhos de Santarém Almeirim Alpiarça Benavente Cartaxo e Chamusca"
