"id","code","name"
"unique_report_table_52_1","101","AUMENTOS SALARIAIS"
"unique_report_table_52_2","102","AUMENTO E/OU CRIAÇÃO DE PRESTAÇÕES COMPLEMENTARES"
"unique_report_table_52_3","103","PAGAMENTO DE SALARIOS E PRESTAÇÕES COMPLEMENTARES"
"unique_report_table_52_4","104","FORMA E MODO PAGAMENTO"
"unique_report_table_52_5","105","PAGAMENTO DE  DIAS DE AUSÊNCIA"
"unique_report_table_52_6","106","CLASSIFICAÇÃO, ENQUADRAMENTO E CARREIRAS"
"unique_report_table_52_7","107","DATA DA PRODUÇÃO DE EFEITOS"
"unique_report_table_52_8","108","OUTRAS REIVINDICAÇÕES SALARIAIS"
"unique_report_table_52_9","201","REDUÇÃO OU MODIFICAÇÃO DA DURAÇÃO DE  TRABALHO"
"unique_report_table_52_10","202","ORGANIZAÇÃO DO TEMPO DE  TRABALHO"
"unique_report_table_52_11","203","ORGANIZAÇÃO DO  SISTEMA  DE TRABALHO"
"unique_report_table_52_12","204","REFORMA"
"unique_report_table_52_13","205","FÉRIAS, FALTAS,  LICENÇAS E FERIADOS"
"unique_report_table_52_14","206","SEGURANÇA E SAÚDE NO TRABALHO"
"unique_report_table_52_15","207","OBRAS SOCIAIS"
"unique_report_table_52_16","208","CONCESSÃO DE BENEFICIOS AOS TRABALHADORES E FAMILIARES"
"unique_report_table_52_17","209","IGUALDADE NÃO DISCRIMINAÇÃO"
"unique_report_table_52_18","210","OUTRAS REIVINDICAÇÕES SOBRE CONDIÇÕES DE TRABALHO"
"unique_report_table_52_19","211","COVID-19"
"unique_report_table_52_20","301","DESPEDIMENTOS/TRABALHADORES EXCEDENTÁRIOS"
"unique_report_table_52_21","302","ESTABILIDADE NO VINCULO CONTRATUAL"
"unique_report_table_52_22","303","FORMAÇÃO"
"unique_report_table_52_23","304","DESLOCALIZAÇÃO DE  EMPRESAS E /OU SECÇÕES DA EMPRESA"
"unique_report_table_52_24","305","OUTRAS REIVINDICAÇÕES SOBRE EMPREGO E/OU FORMAÇÃO"
"unique_report_table_52_25","401","PROCESSO DE  REGULAMENTAÇÃO COLECTIVA"
"unique_report_table_52_26","501","LIVRE EXERCICIO DE DIREITOS SINDICAIS E DE OUTRAS ORGANIZAÇÕES REPRESENTATIVAS DE TRABALHADORES"
"unique_report_table_52_27","601","ACÇÃO DISCIPLINAR"
"unique_report_table_52_28","701","CADERNOS REIVINDICATIVOS/NEGOCIAÇÃO INFORMAL"
"unique_report_table_52_29","801","ESTATUTO OU ESTRUTURA DA EMPRESA"
"unique_report_table_52_30","999","OUTRAS REIVINDICAÇÕES NÃO ESPECIFICADAS"
