"id","code","name"
"unique_report_table_4_1111","1111","CEREALICULTURA (EXCEPTO ARROZ)"
"unique_report_table_4_1112","1112","CULTURA DE LEGUMINOSAS SECAS E SEMENTES OLEAGINOSAS"
"unique_report_table_4_1113","1120","CULTURA DE ARROZ"
"unique_report_table_4_1114","1130","CULTURA DE PRODUTOS HORTÍCOLAS, RAÍZES E TUBÉRCULOS"
"unique_report_table_4_1115","1140","CULTURA DE CANA-DE-AÇÚCAR"
"unique_report_table_4_1116","1150","CULTURA DE TABACO"
"unique_report_table_4_1117","1160","CULTURA DE PLANTAS TÊXTEIS"
"unique_report_table_4_1118","1191","CULTURA DE FLORES E DE PLANTAS ORNAMENTAIS"
"unique_report_table_4_1119","1192","OUTRAS CULTURAS TEMPORÁRIAS, N.E."
"unique_report_table_4_1120","1210","VITICULTURA"
"unique_report_table_4_1121","1220","CULTURA DE FRUTOS TROPICAIS E SUBTROPICAIS"
"unique_report_table_4_1122","1230","CULTURA DE CITRINOS"
"unique_report_table_4_1123","1240","CULTURA DE POMÓIDEAS E PRUNÓIDEAS"
"unique_report_table_4_1124","1251","CULTURA DE FRUTOS DE CASCA RIJA"
"unique_report_table_4_1125","1252","CULTURA DE OUTROS FRUTOS EM ÁRVORES E ARBUSTOS"
"unique_report_table_4_1126","1261","OLIVICULTURA"
"unique_report_table_4_1127","1262","CULTURA DE OUTROS FRUTOS OLEAGINOSOS"
"unique_report_table_4_1128","1270","CULTURA DE PLANTAS DESTINADAS À PREPARAÇÃO DE BEBIDAS"
"unique_report_table_4_1129","1280","CULTURA DE ESPECIARIAS, PLANTAS AROMÁTICAS, MEDICINAIS E FARMACÊUTICAS"
"unique_report_table_4_1130","1290","OUTRAS CULTURAS PERMANENTES"
"unique_report_table_4_1131","1300","CULTURA DE MATERIAIS DE PROPAGAÇÃO VEGETATIVA"
"unique_report_table_4_1132","1410","CRIAÇÃO DE BOVINOS PARA PRODUÇÃO DE LEITE"
"unique_report_table_4_1133","1420","CRIAÇÃO DE OUTROS BOVINOS (EXCEPTO PARA PRODUÇÃO DE LEITE) E BÚFALOS"
"unique_report_table_4_1134","1430","CRIAÇÃO DE EQUINOS, ASININOS E MUARES"
"unique_report_table_4_1135","1440","CRIAÇÃO DE CAMELOS E CAMELÍDEOS"
"unique_report_table_4_1136","1450","CRIAÇÃO DE OVINOS E CAPRINOS"
"unique_report_table_4_1137","1460","SUINICULTURA"
"unique_report_table_4_1138","1470","AVICULTURA"
"unique_report_table_4_1139","1491","APICULTURA"
"unique_report_table_4_1140","1492","CUNICULTURA"
"unique_report_table_4_1141","1493","CRIAÇÃO DE ANIMAIS DE COMPANHIA"
"unique_report_table_4_1142","1494","OUTRA PRODUÇÃO ANIMAL, N.E."
"unique_report_table_4_1143","1500","AGRICULTURA E PRODUÇÃO ANIMAL COMBINADAS"
"unique_report_table_4_1144","1610","ACTIVIDADES DOS SERVIÇOS RELACIONADOS COM A AGRICULTURA"
"unique_report_table_4_1145","1620","ACTIVIDADES DOS SERVIÇOS RELACIONADOS COM PRODUÇÃO ANIMAL,EXCEPTO SERVICOS VETERINARIA"
"unique_report_table_4_1146","1630","PREPARAÇÃO DE PRODUTOS AGRÍCOLAS PARA VENDA"
"unique_report_table_4_1147","1640","PREPARAÇÃO E TRATAMENTO DE SEMENTES PARA PROPAGAÇÃO"
"unique_report_table_4_1148","1701","CAÇA E REPOVOAMENTO CINEGÉTICO"
"unique_report_table_4_1149","1702","ACTIVIDADES DOS SERVIÇOS RELACIONADOS COM CAÇA E REPOVOAMENTO CINEGÉTICO"
"unique_report_table_4_1150","2100","SILVICULTURA E OUTRAS ACTIVIDADES FLORESTAIS"
"unique_report_table_4_1151","2200","EXPLORAÇÃO FLORESTAL"
"unique_report_table_4_1152","2300","EXTRACÇÃO DE CORTIÇA, RESINA E APANHA DE OUTROS PRODUTOS FLORESTAIS, EXCEPTO MADEIRA"
"unique_report_table_4_1153","2400","ACTIVIDADES DOS SERVICOS RELACIONADOS COM A SILVICULTURA E EXPLORAÇÃO FLORESTAL"
"unique_report_table_4_1154","3111","PESCA MARÍTIMA"
"unique_report_table_4_1155","3112","APANHA DE ALGAS E DE OUTROS PRODUTOS DO MAR"
"unique_report_table_4_1156","3121","PESCA EM ÁGUAS INTERIORES"
"unique_report_table_4_1157","3122","APANHA DE PRODUTOS EM ÁGUAS INTERIORES"
"unique_report_table_4_1158","3210","AQUICULTURA EM ÁGUAS SALGADAS E SALOBRAS"
"unique_report_table_4_1159","3220","AQUICULTURA EM ÁGUAS DOCES"
"unique_report_table_4_1160","5100","EXTRACÇÃO DE HULHA (INCLUI ANTRACITE)"
"unique_report_table_4_1161","5200","EXTRACÇÃO DE LENHITE"
"unique_report_table_4_1162","6100","EXTRACÇÃO DE PETRÓLEO BRUTO"
"unique_report_table_4_1163","6200","EXTRACÇÃO DE GÁS NATURAL"
"unique_report_table_4_1164","7100","EXTRACÇÃO E PREPARAÇÃO DE MINÉRIOS DE FERRO"
"unique_report_table_4_1165","7210","EXTRACÇÃO E PREPARAÇÃO DE MINÉRIOS DE URÂNIO E DE TÓRIO"
"unique_report_table_4_1166","7290","EXTRACÇÃO E PREPARAÇÃO DE OUTROS MINÉRIOS METÁLICOS NÃO FERROSOS"
"unique_report_table_4_1167","8111","EXTRACÇÃO DE MÁRMORE E OUTRAS ROCHAS CARBONATADAS"
"unique_report_table_4_1168","8112","EXTRACÇÃO DE GRANITO ORNAMENTAL E ROCHAS SIMILARES"
"unique_report_table_4_1169","8113","EXTRACÇÃO DE CALCÁRIO E CRÉ"
"unique_report_table_4_1170","8114","EXTRACÇÃO DE GESSO"
"unique_report_table_4_1171","8115","EXTRACÇÃO DE ARDÓSIA"
"unique_report_table_4_1172","8121","EXTRACÇÃO DE SAIBRO, AREIA E PEDRA BRITADA"
"unique_report_table_4_1173","8122","EXTRACÇÃO DE ARGILAS E CAULINO"
"unique_report_table_4_1174","8910","EXTRACÇÃO DE MINERAIS P/A INDÚSTRIA QUIMICA E PARA A FABRICAÇÃO DE ADUBOS"
"unique_report_table_4_1175","8920","EXTRACÇÃO DA TURFA"
"unique_report_table_4_1176","8931","EXTRACÇÃO DE SAL MARINHO"
"unique_report_table_4_1177","8932","EXTRACÇÃO DE SAL GEMA"
"unique_report_table_4_1178","8991","EXTRACÇÃO DE FELDSPATO"
"unique_report_table_4_1179","8992","EXTRACÇÃO DE OUTROS MINERAIS NÃO METÁLICOS, N.E."
"unique_report_table_4_1180","9100","ACTIV. DOS SERVIÇOS RELACIONADOS COM A EXTRACÇÃO DE PETRÓLEO E GÁS, EXCEPTO A PROSPECÇÃO"
"unique_report_table_4_1181","9900","OUTRAS ACTIVIDADES DOS SERVIÇOS RELACIONADOS COM AS INDÚSTRIAS EXTRACTIVAS"
"unique_report_table_4_1182","10110","ABATE DE GADO (PRODUÇÃO DE CARNE)"
"unique_report_table_4_1183","10120","ABATE DE AVES (PRODUÇÃO DE CARNE)"
"unique_report_table_4_1184","10130","FABRICAÇÃO DE PRODUTOS À BASE DE CARNE"
"unique_report_table_4_1185","10201","PREPARAÇÃO DE PRODUTOS DA PESCA E DA AQUICULTURA"
"unique_report_table_4_1186","10202","CONGELAÇÃO DE PRODUTOS DA PESCA E DA AQUICULTURA"
"unique_report_table_4_1187","10203","CONSER. PROD. DA PESCA E AQUICULTURA EM AZEITE E OUTROS OLEOS VEGETAIS E OUTROS MOLHOS"
"unique_report_table_4_1188","10204","SALGA, SECAGEM E OUTRAS ACTIV. TRANSFORM. DE PRODUTOS PESCA E AQUICULTURA"
"unique_report_table_4_1189","10310","PREPARAÇÃO E CONSERVAÇÃO DE BATATAS"
"unique_report_table_4_1190","10320","FABRICAÇÃO DE SUMOS DE FRUTOS E DE PRODUTOS HORTÍCOLAS"
"unique_report_table_4_1191","10391","CONGELAÇÃO DE FRUTOS E DE PRODUTOS HORTÍCOLAS"
"unique_report_table_4_1192","10392","SECAGEM E DESIDRATAÇÃO DE FRUTOS E DE PRODUTOS HORTÍCOLAS"
"unique_report_table_4_1193","10393","FABRICAÇÃO DE DOCES, COMPOTAS, GELEIAS E MARMELADA"
"unique_report_table_4_1194","10394","DESCASQUE E TRANSFORMAÇÃO DE FRUTOS DE CASCA RIJA COMESTÍVEIS"
"unique_report_table_4_1195","10395","PREPARAÇÃO E CONSERVAÇÃO DE FRUTOS E DE PROD. HORTÍCOLAS POR OUTROS PROCESSOS"
"unique_report_table_4_1196","10411","PRODUÇÃO DE ÓLEOS E GORDURAS ANIMAIS BRUTOS"
"unique_report_table_4_1197","10412","PRODUÇÃO DE AZEITE"
"unique_report_table_4_1198","10413","PRODUÇÃO DE ÓLEOS VEGETAIS BRUTOS (EXCEPTO AZEITE)"
"unique_report_table_4_1199","10414","REFINAÇÃO DE AZEITE, ÓLEOS E GORDURAS"
"unique_report_table_4_1200","10420","FABRICAÇÃO DE MARGARINAS E DE GORDURAS ALIMENTARES SIMILARES"
"unique_report_table_4_1201","10510","INDUSTRIAS DO LEITE E DERIVADOS"
"unique_report_table_4_1202","10520","FABRICAÇÃO DE GELADOS E SORVETES"
"unique_report_table_4_1203","10611","MOAGEM DE CEREAIS"
"unique_report_table_4_1204","10612","DESCASQUE, BRANQUEAMENTO E OUTROS TRATAMENTOS DO ARROZ"
"unique_report_table_4_1205","10613","TRANSFORMAÇÃO DE CEREAIS E LEGUMINOSAS, N.E."
"unique_report_table_4_1206","10620","FABRICAÇÃO DE AMIDOS, FÉCULAS E PRODUTOS AFINS"
"unique_report_table_4_1207","10711","PANIFICAÇÃO"
"unique_report_table_4_1208","10712","PASTELARIA"
"unique_report_table_4_1209","10720","FABRICAÇÃO DE BOLACHAS, BISCOITOS, TOSTAS E PASTELARIA DE CONSERVAÇÃO"
"unique_report_table_4_1210","10730","FABRICAÇÃO DE MASSAS ALIMENTÍCIAS, CUSCUZ E SIMILARES"
"unique_report_table_4_1211","10810","INDÚSTRIA DO AÇÚCAR"
"unique_report_table_4_1212","10821","FABRICAÇÃO DE CACAU E DE CHOCOLATE"
