"id","code","name"
"unique_report_table_14_111","111","NAO SABE LER NEM ESCREVER"
"unique_report_table_14_112","112","SABE LER E ESCREVER SEM POSSUIR 1.CICLO ENSINO BASICO"
"unique_report_table_14_211","211","1.CICLO ENSINO BASICO (4.ANO)"
"unique_report_table_14_212","212","1.CICLO ENSINO BASICO C/CURSOS INDOLE PROFISSIONAL"
"unique_report_table_14_221","221","2.CICLO ENSINO BASICO (6.ANO OU EQUIVALENTE)"
"unique_report_table_14_222","222","2.CICLO ENSINO BASICO C/CURSOS INDOLE PROFISSIONAL"
"unique_report_table_14_231","231","3.CICLO ENSINO BASICO (9.ANO OU EQUIVALENTE)"
"unique_report_table_14_232","232","ENSINO TECNICO:C.GER.COMERCIAL C.GER.INDUSTRIAL C.GER.ARTES VISUAIS"
"unique_report_table_14_233","233","3.CICLO ENSINO BASICO C/CURSOS INDOLE PROFISSIONAL"
"unique_report_table_14_234","234","CURSOS DAS ESCOLAS PROFISSIONAIS-NIVEL II"
"unique_report_table_14_312","312","ENSINO SECUNDARIO TECNICO COMPLEMENTAR"
"unique_report_table_14_313","313","ENSINO SECUNDARIO TECNICO-PROFISSIONAL"
"unique_report_table_14_314","314","CURSOS DAS ESCOLAS PROFISSIONAIS-NIVEL III"
"unique_report_table_14_315","315","ENSINO SECUNDARIO(12.ANO OU EQUIVALENTE) ENS.SEC.LIC.COMPL."
"unique_report_table_14_316","316","ENSINO SECUNDARIO  C/CURSOS DE INDOLE PROFISSIONAL"
"unique_report_table_14_414","414","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV FORMACAO DE PROFESSORES E CIENCIAS DA EDUCACAO"
"unique_report_table_14_421","421","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV ARTES"
"unique_report_table_14_422","422","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV HUMANIDADES"
"unique_report_table_14_431","431","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV CIENCIAS SOCIAIS E DO COMPORTAMENTO"
"unique_report_table_14_432","432","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV INFORMACAO E JORNALISMO"
"unique_report_table_14_434","434","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV CIENCIAS EMPRESARIAIS"
"unique_report_table_14_438","438","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV DIREITO"
"unique_report_table_14_442","442","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV CIENCIAS DA VIDA"
"unique_report_table_14_444","444","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV CIENCIAS FISICAS"
"unique_report_table_14_446","446","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV MATEMATICA E ESTATISTICA"
"unique_report_table_14_448","448","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV INFORMATICA"
"unique_report_table_14_452","452","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV ENGENHARIA E TECNICAS AFINS"
"unique_report_table_14_454","454","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV INDUSTRIAS TRANSFORMADORAS"
"unique_report_table_14_458","458","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV ARQUITECTURA E CONSTRUCAO"
"unique_report_table_14_462","462","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV AGRICULTURA SILVICULTURA E PESCA"
"unique_report_table_14_464","464","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV CIENCIAS VETERINARIAS"
"unique_report_table_14_472","472","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV SAUDE"
"unique_report_table_14_476","476","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV SERVICOS SOCIAIS"
"unique_report_table_14_481","481","ENS. PÓS SECUND. N/SUPERIOR NIVEL IV SERVICOS PESSOAIS"
