"id","code","name"
"unique_report_table_3_10103","10103","Aguada de Cima"
"unique_report_table_3_10109","10109","Fermentelos"
"unique_report_table_3_10112","10112","Macinhata do Vouga"
"unique_report_table_3_10119","10119","Valongo do Vouga"
"unique_report_table_3_10121","10121","União das freguesias de Águeda e Borralha"
"unique_report_table_3_10122","10122","União das freguesias de Barrô e Aguada de Baixo"
"unique_report_table_3_10123","10123","União das freguesias de Belazaima do Chão Castanheira do Vouga e Agadão"
"unique_report_table_3_10124","10124","União das freguesias de Recardães e Espinhel"
"unique_report_table_3_10125","10125","União das freguesias de Travassô e Óis da Ribeira"
"unique_report_table_3_10126","10126","União das freguesias de Trofa Segadães e Lamas do Vouga"
"unique_report_table_3_10127","10127","União das freguesias do Préstimo e Macieira de Alcoba"
"unique_report_table_3_10202","10202","Alquerubim"
"unique_report_table_3_10203","10203","Angeja"
"unique_report_table_3_10204","10204","Branca"
"unique_report_table_3_10206","10206","Ribeira de Fráguas"
"unique_report_table_3_10209","10209","Albergaria-a-Velha e Valmaior"
"unique_report_table_3_10210","10210","São João de Loure e Frossos"
"unique_report_table_3_10304","10304","Avelãs de Caminho"
"unique_report_table_3_10305","10305","Avelãs de Cima"
"unique_report_table_3_10307","10307","Moita"
"unique_report_table_3_10309","10309","Sangalhos"
"unique_report_table_3_10310","10310","São Lourenço do Bairro"
"unique_report_table_3_10312","10312","Vila Nova de Monsarros"
"unique_report_table_3_10313","10313","Vilarinho do Bairro"
"unique_report_table_3_10316","10316","União das freguesias de Amoreira da Gândara Paredes do Bairro e Ancas"
"unique_report_table_3_10317","10317","União das freguesias de Arcos e Mogofores"
"unique_report_table_3_10318","10318","União das freguesias de Tamengos Aguim e Óis do Bairro"
"unique_report_table_3_10402","10402","Alvarenga"
"unique_report_table_3_10407","10407","Chave"
"unique_report_table_3_10409","10409","Escariz"
"unique_report_table_3_10411","10411","Fermedo"
"unique_report_table_3_10413","10413","Mansores"
"unique_report_table_3_10414","10414","Moldes"
"unique_report_table_3_10415","10415","Rossas"
"unique_report_table_3_10416","10416","Santa Eulália"
"unique_report_table_3_10417","10417","São Miguel do Mato"
"unique_report_table_3_10418","10418","Tropeço"
"unique_report_table_3_10419","10419","Urrô"
"unique_report_table_3_10420","10420","Várzea"
"unique_report_table_3_10421","10421","União das freguesias de Arouca e Burgo"
"unique_report_table_3_10422","10422","União das freguesias de Cabreiros e Albergaria da Serra"
"unique_report_table_3_10423","10423","União das freguesias de Canelas e Espiunca"
"unique_report_table_3_10424","10424","União das freguesias de Covelo de Paivó e Janarde"
"unique_report_table_3_10501","10501","Aradas"
"unique_report_table_3_10502","10502","Cacia"
"unique_report_table_3_10505","10505","Esgueira"
"unique_report_table_3_10508","10508","Oliveirinha"
"unique_report_table_3_10510","10510","São Bernardo"
"unique_report_table_3_10511","10511","São Jacinto"
"unique_report_table_3_10513","10513","Santa Joana"
"unique_report_table_3_10515","10515","Eixo e Eirol"
"unique_report_table_3_10516","10516","Requeixo Nossa Senhora de Fátima e Nariz"
"unique_report_table_3_10517","10517","União das freguesias de Glória e Vera Cruz"
"unique_report_table_3_10602","10602","Fornos"
"unique_report_table_3_10606","10606","Real"
"unique_report_table_3_10607","10607","Santa Maria de Sardoura"
