"id","code","name"
"unique_report_table_34_1","01","Própria empresa"
"unique_report_table_34_2","02","Centro de Emprego e/ou de Formação Profissional de Gestão Direta"
"unique_report_table_34_3","03","Centro de Formação Profissional de Gestão Participada (Centros Protocolares)"
"unique_report_table_34_4","04","Associações de Empregadores ou Outras Associações Empresariais "
"unique_report_table_34_5","05","Associações Sindicais ou Ordens Profissionais"
"unique_report_table_34_6","06","Escolas/Universidades"
"unique_report_table_34_7","07","Empresas de formação"
"unique_report_table_34_8","08","Empresas privadas cuja atividade principal não é a formação"
"unique_report_table_34_9","09","Outro tipo de entidade "
"unique_report_table_34_10","99","Desconhecida"
