"id","code","name"
"unique_report_table_7_1","1","Pessoa Coletiva de Direito Público (excepto Inst. Seg. Social)"
"unique_report_table_7_2","2","Instituições de Segurança Social"
"unique_report_table_7_3","4","Organismo da Administração Pública"
"unique_report_table_7_4","6","Empresa Pública"
"unique_report_table_7_5","7","Pessoa Coletiva Internacional"
"unique_report_table_7_6","8","Representação de Pessoa Coletiva Internacional"
"unique_report_table_7_7","11","Associação de Beneficiência e Humanitária"
"unique_report_table_7_8","12","Associação de Cultura, Recreio e Desporto"
"unique_report_table_7_9","13","Associação Política"
"unique_report_table_7_10","14","Associação Patronal ou Sindical"
"unique_report_table_7_11","15","Associação Profissional não sindical"
"unique_report_table_7_12","17","Associação de Socorros Mútuos"
"unique_report_table_7_13","18","Outras Associações (inclui Mútuas de seguros e Casas do Povo)"
"unique_report_table_7_14","19","Fundação Nacional"
"unique_report_table_7_15","21","Sociedade Civil Nacional"
"unique_report_table_7_16","23","Sociedade Civil Nacional sob a forma comercial"
"unique_report_table_7_17","24","Empresa municipal"
"unique_report_table_7_18","25","Empresa intermunicipal"
"unique_report_table_7_19","26","Empresa regional"
"unique_report_table_7_20","30","Sociedade em Nome Coletivo"
"unique_report_table_7_21","31","Sociedade Anónima"
"unique_report_table_7_22","32","Sociedade em Comandita"
"unique_report_table_7_23","33","Sociedade por Quotas"
"unique_report_table_7_24","34","Caixa de Crédito Agrícola Mútuo"
"unique_report_table_7_25","35","Caixa Económica"
"unique_report_table_7_26","36","Agrupamento Complementar de Empresas"
"unique_report_table_7_27","37","Agrupamento Europeu de Interesse Económico (Civil)"
"unique_report_table_7_28","38","Agrupamento Europeu de Interesse Económico (Comercial)"
"unique_report_table_7_29","39","Outras Sociedades Comerciais"
"unique_report_table_7_30","41","Sociedade Cooperativa"
"unique_report_table_7_31","42","União / Federação / Confederação de cooperativas"
"unique_report_table_7_32","51","Pessoa Singular"
"unique_report_table_7_33","61","Pessoa Coletiva Religiosa"
"unique_report_table_7_34","71","Empresa Estrangeira (inclui Empresa pública estrangeira e Sociedade comercial estrangeira)"
"unique_report_table_7_35","72","Associação Estrangeira"
"unique_report_table_7_36","73","Fundação Estrangeira"
"unique_report_table_7_37","74","Sociedade Civil Estrangeira"
"unique_report_table_7_38","75","Sociedade Civil Estrangeira sob a forma comercial"
"unique_report_table_7_39","79","Entidade Equiparada Estrangeira"
"unique_report_table_7_40","81","Empresário em Nome Individual"
"unique_report_table_7_41","83","Estabelecimento Individual de Responsabilidade Limitada"
"unique_report_table_7_42","91","Sociedade Irregular"
"unique_report_table_7_43","93","Sociedade unipessoal por quotas"
"unique_report_table_7_44","94","Sociedade anónima desportiva"
"unique_report_table_7_45","95","Entidade Equiparada a Pessoa Coletiva"
"unique_report_table_7_46","98","Outras Naturezas Jurídicas  (inclui Associações de regantes e benificiários)"
