"id","code","name"
"unique_report_table_26_01","01","Substituição directa ou indirecta de trabalhador ausente ou que por qualquer razão se encontre temporariamente impedido de trabalhar"
"unique_report_table_26_02","02","Substituição direta ou indireta de trabalhador em relação ao qual esteja pendente em juízo acção de apreciação da licitude do despedimento"
"unique_report_table_26_03","03","Substituição direta ou indireta de trabalhador em situação de licença sem retribuição"
"unique_report_table_26_04","04","Substituição de trabalhador a tempo completo que passe a prestar trabalho a tempo parcial por período determinado (só aplicável para contrato a termo certo)"
"unique_report_table_26_05","05","Atividade sazonal ou outra cujo ciclo anual de produção apresente irregularidades decorrentes da natureza estrutural do respetivo mercado incluindo o abastecimento de matéria-prima"
"unique_report_table_26_06","06","Acréscimo excecional de atividade da empresa"
"unique_report_table_26_07","07","Execução de tarefa ocasional ou serviço determinado precisamente definido e não duradouro"
"unique_report_table_26_08","08","Execução de obra projecto ou outra atividade definida e temporária incluindo a execução direção e fiscalização de trabalhos de construção civil obras públicas montagens e reparações industriais em regime de empreitada ou em administração direta incluindo os respetivos projetos ou outra atividade complementar de controlo e acompanhamento"
"unique_report_table_26_09","09","Lançamento de nova atividade de duração incerta bem como início de laboração de uma empresa ou estabelecimento com menos de 750 trabalhadores (só aplicável para contrato a termo certo)"
"unique_report_table_26_10","10","Contratação de trabalhadores à procura de primeiro emprego em situação de desemprego de longa duração ou noutra prevista em legislação especial de política de emprego (só aplicável para contrato a termo certo)"
"unique_report_table_26_70","70","Transferência ocorrida no âmbito de uma transmissão de empresa ou estabelecimento, nomeadamente, por trespasse, fusão, cisão, etc.
(Artigo 285.º da Lei n.º 7/2009, de 12 de fevereiro)"
"unique_report_table_26_80","80","Outra situação (caso não se enquadre nos códigos anteriores p.ex. início de atividade)"
