"id","code","name"
"unique_report_table_16_1","11120","Dirigente superior da Administração Pública"
"unique_report_table_16_2","11140","Dirigente de organizações de interesse especial"
"unique_report_table_16_3","11200","Diretor geral e gestor executivo de empresas"
"unique_report_table_16_4","12110","Diretor financeiro"
"unique_report_table_16_5","12120","Diretor de recursos humanos"
"unique_report_table_16_6","12130","Diretores de estratégia e planeamento"
"unique_report_table_16_7","12190","Outros Diretores de serviços de negócios e de administração"
"unique_report_table_16_8","12211","Diretor de vendas"
"unique_report_table_16_9","12212","Diretor de marketing"
"unique_report_table_16_10","12221","Diretor de publicidade"
"unique_report_table_16_11","12222","Diretor de relações públicas"
"unique_report_table_16_12","12230","Diretores de investigação e desenvolvimento"
"unique_report_table_16_13","13111","Diretor de produção na agricultura"
"unique_report_table_16_14","13112","Diretor de produção animal"
"unique_report_table_16_15","13113","Diretor de produção florestal"
"unique_report_table_16_16","13121","Diretor de produção na pesca"
"unique_report_table_16_17","13122","Diretor de produção na aquicultura"
"unique_report_table_16_18","13210","Diretor das indústrias transformadoras"
"unique_report_table_16_19","13220","Diretor das indústrias extrativas"
"unique_report_table_16_20","13230","Diretor das indústrias de construção e de engenharia civil"
"unique_report_table_16_21","13241","Diretor de compras"
"unique_report_table_16_22","13242","Diretor de transportes"
"unique_report_table_16_23","13243","Diretores de armazenagem distribuição e relacionados"
"unique_report_table_16_24","13300","Diretores dos serviços das tecnologias da informação e comunicação (TIC)"
"unique_report_table_16_25","13410","Diretor dos serviços de cuidados de crianças"
"unique_report_table_16_26","13420","Diretor dos serviços de saúde"
"unique_report_table_16_27","13430","Diretor dos serviços de cuidados a pessoas idosas"
"unique_report_table_16_28","13440","Diretor dos serviços de apoio social"
"unique_report_table_16_29","13450","Diretor dos serviços de educação"
"unique_report_table_16_30","13460","Diretor de sucursais de bancos serviços financeiros e de seguros"
"unique_report_table_16_31","13491","Diretor de bibliotecas arquivos museus galerias de arte e monumentos nacionais"
